code,name,market,type
KVUE,Kenvue Incケンビュー,NYSE,stock
KVYO,Klaviyo Inc-Aクラビヨ　インクA,NYSE,stock
KW,Kennedy Wilson Holdings Incケネディウィルソン ホールディングス,NYSE,stock
KWR,Quaker Houghtonクエーカー ホートン,NYSE,stock
KXIN,Kaixin Holdingsカイシン ホールディングス,NASDAQ,stock
KYMR,Kymera Therapeutics Incキメラ セラピューティクス,NASDAQ,stock
KZR,Kezar Life Sciences Incケザー ライフ サイエンシズ,NASDAQ,stock
L,Loewsロウズ,NYSE,stock
LABP,Landos Biopharma Inc ランドスバイオファーマ,NASDAQ,stock
LAC,Lithium Americas Corpリチウム　アメリカズ,NYSE,stock
LAD,Lithia Motors Inc Aリシア モーターズ A,NYSE,stock
LAES,SEALSQ CorpシールSQ コーポ,NASDAQ,stock
LAKE,Lakeland Industries Incレイクランド インダストリーズ,NASDAQ,stock
LANC,Lancaster Colony Corporationランカスター コロニー,NASDAQ,stock
LANV,Lanvin Group Holdings Ltdランバン グループ ホールディングス,NYSE,stock
LARK,Landmark Bancorp Incランドマーク バンコープ,NASDAQ,stock
LASR,nLightエンライト,NASDAQ,stock
LAUR,Laureate Education Inc Aローリエット エデュケーション A,NASDAQ,stock
LAW,CS Disco IncCSディスコ,NYSE,stock
LAZR,Luminar Technologies Inc Aルミナー テクノロジーズ A,NASDAQ,stock
LB,Landbridge Co LLC-Aランドブリッジ　LLC-A,NYSE,stock
LBRDA,Liberty Broadband Corp Aリバティ ブロードバンド A,NASDAQ,stock
LBRDK,Liberty Broadband Corp Cリバティ ブロードバンド C,NASDAQ,stock
LBRT,Liberty Energy Inc Aリバティ　エナジー　A,NYSE,stock
LBTYA,Liberty Global Aリバティ グローバル A,NASDAQ,stock
LBTYB,Liberty Global plcリバティ グローバル,NASDAQ,stock
LBTYK,Liberty Global PLC Cリバティ グローバル C,NASDAQ,stock
LC,LendingClubレンディング クラブ,NYSE,stock
LCFY,Locafy Limitedロカファイ,NASDAQ,stock
LCID,Lucid Group Inc Aルシード グループ A,NASDAQ,stock
LCII,LCI IndustriesLCIインダストリーズ,NYSE,stock
LCNB,LCNB Corporationエル シー エヌ ビー,NASDAQ,stock
LCTX,Lineage Cell Therapeutics Incリネージ セル セラピューティクス,NYSE,stock
LCUT,Lifetime Brands Incライフタイム ブランズ,NASDAQ,stock
LCW,Learn CW Investment Corporation Aラーン CW インベストメント A,NYSE,stock
LDI,LoanDepot Inc Aローンデポ A,NYSE,stock
LDOS,Leidos Holdingsレイドス ホールディングス,NYSE,stock
LDTC,LeddarTechレダーテック,NASDAQ,stock
LDWY,Lendway Incレンドウェイ,NASDAQ,stock
LE,Lands' Endランズ エンド,NASDAQ,stock
LEA,Learリアー,NYSE,stock
LECO,Lincoln Electric Holdingsリンカーン エレクトリック ホールディングス,NASDAQ,stock
LEDS,SemiLEDs CorporationセミLEDS,NASDAQ,stock
LEE,Lee Enterprises Incorporatedリー エンタープライジーズ,NASDAQ,stock
LEG,Leggett &amp; Plattレゲット アンド プラット,NYSE,stock
LEGH,Legacy Housing Corpレガシーハウジング,NASDAQ,stock
LEN,Lennar Aレナー A,NYSE,stock
LENZ,LENZ Therapeutics Incレンツ セラピューティクス,NASDAQ,stock
LESL,Leslie's Inc レスリーズ,NASDAQ,stock
LEU,Centrus Energy Corp Aセントラス エナジー A,NYSE,stock
LEVI,Levi Strauss &amp; Co Aリーバイ ストラウス A,NYSE,stock
LEXX,Lexaria Bioscience Corpレクサリア バイオサイエンス,NASDAQ,stock
LFCR,Lifecore Biomedical Incライフコア バイオメディカル,NASDAQ,stock
LFMD,LifeMD Incライフエムディー　インク,NASDAQ,stock
LFST,Lifestance Health Group Inc ライフスタンス ヘルス グループ,NASDAQ,stock
LFUS,Littelfuseリテルヒューズ,NASDAQ,stock
LFVN,Lifevantageライフバンテージ,NASDAQ,stock
LFWD,Lifeward Incライフワード,NASDAQ,stock
LGIH,LGI Homes IncLGIホームズ,NASDAQ,stock
LGL,The LGL Group IncLGLグループ,NYSE,stock
LGMK,LogicMark Incロジックマーク インク,NASDAQ,stock
LGND,Ligand Pharmaceuticals Incリガンド ファーマシューティカルズ,NASDAQ,stock
LGO,Largo Incラーゴ インク,NASDAQ,stock
LGTY,Logility Supply Chain Solution Incロジリティサプライチェーンソリューション,NASDAQ,stock
LGV,Longview Acquisition Corp2 Aロングビュー アクイジション コープ2 A,NYSE,stock
LGVN,Longeveron Incランジベロン インク,NASDAQ,stock
LH,Laboratory Corporation of America Holdingsラボラトリー コーポレーション オブ アメリカ ホールディングス,NYSE,stock
LHX,L3Harris TechnologiesL3ハリス　テクノロジーズ,NYSE,stock
LIDR,AEye Incエーアイ インク,NASDAQ,stock
LIF,Life360 Incライフ360,NASDAQ,stock
LII,Lennox International Incレノックス インターナショナル,NYSE,stock
LILA,Liberty Latin Americ Aリバティ ラテン アメリカ A,NASDAQ,stock
LILAK,Liberty Latin America Ltd Cリバティ ラテン アメリカ C,NASDAQ,stock
LIN,Linde PLCリンデ,NASDAQ,stock
LINC,Lincoln Educational Services Corporationリンカーン エデュケーショナル サービシズ,NASDAQ,stock
LIND,Lindblad Expeditions Holdingsリンドブラッド エクスペディションズ HD,NASDAQ,stock
LINK,Interlink Electronics Incインターリンク エレクトロニクス,NASDAQ,stock
LION,Lionsgate Studios Corpライオンズゲート スタジオ,NASDAQ,stock
LIQT,LiqTech International Incリクテック インターナショナル,NASDAQ,stock
LITE,Lumentum Holdingsルメンタム ホールディングス,NASDAQ,stock
LITM,Snow Lake Resources Ltdスノウ レイク リソース,NASDAQ,stock
LIVE,Live Ventures Incライブ ベンチャーズ,NASDAQ,stock
LIVN,LivaNova PLCリバノワ,NASDAQ,stock
LIXT,Lixte Biotechnology Holdings Incリクステバイオテクノロジー,NASDAQ,stock
LJAQ,Lightjump Acquisition Corpライトジャンプ　アクイジション,NASDAQ,stock
LKCO,Luokung Technology Corpルオカン　テクノロジー,NASDAQ,stock
LKFN,Lakeland Financial Corpレイクランド フィナンシャル,NASDAQ,stock
LKQ,LKQLKQ,NASDAQ,stock
LL,LL Flooring Holdings IncLL フローリング,NYSE,stock
LLY,Eli Lillyイーライ リリィ,NYSE,stock
LMAT,LeMaitre Vascularルメイトレ バスキュラー,NASDAQ,stock
LMB,Limbach Holdings Incリムバッハ　ホールディングス,NASDAQ,stock
LMFA,LM Funding America IncLM ファンディング アメリカ インク,NASDAQ,stock
LMND,Lemonade Incレモネード,NYSE,stock
LMNR,Limoneira Coリモネイラ,NASDAQ,stock
LMT,Lockheed Martinロッキード マーチン,NYSE,stock
LNC,Lincoln Nationalリンカーン ナショナル,NYSE,stock
LNG,Cheniere Energyシェニエール エナジー,NYSE,stock
LNKB,LINKBANCORP Incリンクバンコープ,NASDAQ,stock
LNN,Lindsay Corporationリンゼー,NYSE,stock
LNSR,LENSAR Inc レンザー,NASDAQ,stock
LNT,Alliant Energyアライアント エナジー,NASDAQ,stock
LNTH,Lantheus Holdings Incランセウス ホールディングス,NASDAQ,stock
LNW,Light &amp; Wonder Incライト アンド ワンダー,NASDAQ,stock
LNZA,LanzaTech Global Inc Aランザテック グローバル インク A,NASDAQ,stock
LOAR,Loar Holdings Incロアー ホールディングス,NYSE,stock
LOB,Live Oak Bancshares Incライブ オーク バンクシェアーズ,NYSE,stock
LOCL,Local Bounti Corporationローカル バウンティ コーポレーション,NYSE,stock
LOCO,El Pollo Loco Holdings Incエル ポーロ ロコ ホールディングス,NASDAQ,stock
LODE,Comstock Incコムストック,NYSE,stock
LOGC,ContextLogic Inc Aコンテクストロジック A,NASDAQ,stock
LOGI,Logitech International SAロジテック・インターナショナル,NASDAQ,stock
LOOP,Loop Industries Incループ インダストリーズ,NASDAQ,stock
LOPE,Grand Canyon Education Incグランド キャニオン エデュケーション,NASDAQ,stock
LOVE,Lovesac Coラブサック,NASDAQ,stock
LOW,Lowe'sロウズ,NYSE,stock
LPA,Logistic Properties Of The Americasロジスティクス プロパティーズ オブ ジ A,NYSE,stock
LPCN,Lipocine Incリポシン,NASDAQ,stock
LPG,Dorian LPG Ltd ドリアン LPG,NYSE,stock
LPLA,LPL Financial HoldingsLPL フィナンシャル ホールディングス,NASDAQ,stock
LPRO,Open Lending Corporation AOpen Lending Corp,NASDAQ,stock
LPSN,LivePerson Incライブパーソン,NASDAQ,stock
LPTH,LightPath Technologies IncAライトパス・テクノロジーズA,NASDAQ,stock
LPTX,Leap Therapeutics Incリープ セラピューティクス,NASDAQ,stock
LPX,Louisiana Pacific Corporationルイジアナ パシフィック,NYSE,stock
LQDA,Liquidia Technologies Incリキディア テクノロジーズ,NASDAQ,stock
LQDT,Liquidity Servicesリクイディティ サービシズ,NASDAQ,stock
LRCX,Lam Researchラム リサーチ,NASDAQ,stock
LRMR,Larimar Therapeutics Incラリマー・セラピューティクス,NASDAQ,stock
LRN,Stride Incストライド,NYSE,stock
LSAK,Lesaka Technologies Incレサカ テクノロジーズ インク,NASDAQ,stock
LSB,LakeShore Biopharma Co Ltdレイクショア バイオファーマ,NASDAQ,stock
LSBK,Lake Shore Bancorp Incレイクショア・バンコープ,NASDAQ,stock
LSCC,Lattice Semiconductorラティスセミコンダクター,NASDAQ,stock
LSF,Laird Superfood Incライアード　スーパーフード,NYSE,stock
LSPD,Lightspeed Commerce Incライトスピードコマース,NYSE,stock
LSTA,Lisata Therapeutics Incリサタ セラピューティクス,NASDAQ,stock
LSTR,Landstar Systemランドスター システム,NASDAQ,stock
LTBR,Lightbridge Corporationライトブリッジ,NASDAQ,stock
LTCH,Latch Incラッチ,NASDAQ,stock
LTH,Life Time Group Holdings Incライフ タイム グループ ホールディングス,NYSE,stock
LTRN,Lantern Pharma Incランタン ファーマ,NASDAQ,stock
LTRX,Lantronix Incラントロニクス,NASDAQ,stock
LTRY,Lottery.comロタリー コム,NASDAQ,stock
LUB,Luby's Incルビーズ,NYSE,stock
LUCD,Lucid Diagnostics Incルシード ダイアグノースティクス,NASDAQ,stock
LUCK,Lucky Strike Entertainment Corporationラッキー ストライク エンターテインメント,NYSE,stock
LULU,Lululemon Athleticaルルレモン アスレティカ,NASDAQ,stock
LUMN,Lumen Technologies Incルーメン テクノロジーズ,NYSE,stock
LUMO,Lumos Pharma Incルモス ファーマ,NASDAQ,stock
LUNG,Pulmonx Corporationピュルモンクス　コーポレーション,NASDAQ,stock
LUNR,Intuitive Machines Inc Aインテュイティヴ マシーンズ A,NASDAQ,stock
LUV,Southwest Airlinesサウスウエスト エアラインズ,NYSE,stock
LVLU,Lulu's Fashion Lounge Holdingsルルズ ファッションラウンジ,NASDAQ,stock
LVO,LiveOne Incライブワン インク,NASDAQ,stock
LVRO,Lavoro Ltd Aラボロ A,NASDAQ,stock
LVS,Las Vegas Sandsラスベガス サンズ,NYSE,stock
LVTX,Lava Therapeutics Nvラバ　セラピューティックス,NASDAQ,stock
LVWR,LiveWire Group Incライブワイヤー　グループ,NYSE,stock
LW,Lamb Weston Holdings Incラム ウェストン ホールディングス,NYSE,stock
LWAY,Lifeway Foods Incライフウェイ フーズ,NASDAQ,stock
LWLG,Lightwave Logic Incライトウェーブ ロジック,NASDAQ,stock
LXFR,Luxfer Holdings PLCラックスファー ホールディングス,NYSE,stock
LXRX,Lexicon Pharmaceuticalsレキシコン ファーマシュティカルズ,NASDAQ,stock
LXU,LSB Industries Incエルエスビー インダストリーズ,NYSE,stock
LYB,LyondellBasell Industries NVリヨンデルバセル・インダストリーズＡ,NYSE,stock
LYEL,Lyell Immunopharma Incライエル イミューノーファーマー,NASDAQ,stock
LYFT,Lyft Inc Aリフト A,NASDAQ,stock
LYRA,Lyra Therapeutics IncLyra Therapeutics Inc,NASDAQ,stock
LYTS,LSI Industries Incエルエスアイ インダストリーズ,NASDAQ,stock
LYV,Live Nation Entertainmentライブ ネーション エンターテインメント,NYSE,stock
LZ,Legalzoom.com Incリーガルズーム,NASDAQ,stock
LZB,La Z Boy Incレイジーボーイ,NYSE,stock
LZM,Lifezone Metalsライフゾーン メタルズ,NYSE,stock
M,Macy'sメーシーズ,NYSE,stock
MA,Mastercard Aマスターカード A,NYSE,stock
MACC,Mission Advancement Corp Aミッション アドゥヴァーンスメント A,NYSE,stock
MACK,Merrimack Pharmaceuticalsメリマック ファーマシューティカルズ,NASDAQ,stock
MAG,MAG Silver CorpMAG シルバー コーポ,NYSE,stock
MAGN,Magnera Corpマグネラ,NYSE,stock
MAMA,Mama's Creations Incママズ クリエイションズ,NASDAQ,stock
MAN,ManpowerGroupマンパワーグループ,NYSE,stock
MANH,Manhattan Associatesマンハッタン アソシエイツ,NASDAQ,stock
MANU,Manchester United Aマンチェスター ユナイテッド A,NYSE,stock
MAPS,WM Technology Inc AWM　テクノロジー A,NASDAQ,stock
MAR,Marriott International Aマリオット インターナショナル A,NASDAQ,stock
MARA,Marathon Digital Holdings Incマラソン デジタル ホールディングス,NASDAQ,stock
MAS,Mascoマスコ,NYSE,stock
MASI,Masimoマシモ,NASDAQ,stock
MASS,908 Devices Inc908デバイセズ,NASDAQ,stock
MAT,Mattelマテル,NASDAQ,stock
MATH,Metalpha Technology Holdingメタルファ テクノロジー,NASDAQ,stock
MATV,MATVマティブ,NYSE,stock
MATW,Matthews International Corp Aマシューズ インターナショナル A,NASDAQ,stock
MATX,Matsonマットソン,NYSE,stock
MAX,MediaAlpha Inc Aメディアアルファ A,NYSE,stock
MAXN,Maxeon Solar Technologiesマキシオン ソーラー テクノロジーズ,NASDAQ,stock
MAYS,JW Mays IncJW メイズ インク,NASDAQ,stock
MAZE,Maze Therapeutics Incメイズ セラピューティクス,NASDAQ,stock
MBC,Masterbrand Incマスターブランド,NYSE,stock
MBCN,Middlefield Banc Corpミドルフィールド バンク,NASDAQ,stock
MBI,MBIAMBIA,NYSE,stock
MBIN,Merchants Bancorp (Indiana)マーチャンツ バンコープ,NASDAQ,stock
MBIO,Mustang Bio Incムスタング バイオ,NASDAQ,stock
MBLY,Mobileye Global Incモービルアイ グローバル,NASDAQ,stock
MBOT,Microbot Medical Incマイクロボット メディカル,NASDAQ,stock
MBRX,Moleculin Biotech Incモレキュリン バイオテック,NASDAQ,stock
MBUU,Malibu Boats Inc Aマリブ ボーツ A,NASDAQ,stock
MBWM,Mercantile Bank Corpマーカンタイル バンク,NASDAQ,stock
MBX,MBX Biosciences IncMBX バイオサイエンシズ,NASDAQ,stock
MC,Moelis &amp; Co Aモーリス A,NYSE,stock
MCAA,Mountain &amp; Co1 Acquisition Corpマウンテン アンド コー1 アクイジション,NASDAQ,stock
MCAG,Mountain Crest Acquisition Corp5マウンテン クレスト アクイジション5,NASDAQ,stock
MCB,Metropolitan Bank Holding Corpメトロポリタン バンク ホールディング,NYSE,stock
MCBS,MetroCity Bankshares Incメトロシティ バンクシェアーズ,NASDAQ,stock
MCD,McDonald'sマクドナルド,NYSE,stock
MCFE,McAfee Corp Aマカフィー A,NASDAQ,stock
MCFT,MasterCraft Boat Holdings Incマスタークラフト ボート ホールディングス,NASDAQ,stock
MCHP,Microchip Technologyマイクロチップ テクノロジー,NASDAQ,stock
MCHX,Marchex Inc Bマーチェックス B,NASDAQ,stock
MCK,McKessonマケッソン,NYSE,stock
MCO,Moody'sムーディーズ,NYSE,stock
MCRB,Seres Therapeutics Incセレス セラピューティクス,NASDAQ,stock
MCRI,Monarch Casino &amp; Resort Incモナーク カジノ アンド リゾート,NASDAQ,stock
MCS,Marcus Corporationマーカス コーポレーション,NYSE,stock
MCW,Mister Car Wash Incミスター カー ウオッシュ,NASDAQ,stock
MCY,Mercury Generalマーキュリー ゼネラル,NYSE,stock
MD,Pediatrix Medical Group Incペディアトリクス メディカル グループ,NYSE,stock
MDAI,Spectral AI Inc Aスペクトラル AI A,NASDAQ,stock
MDB,MongoDBモンゴDB,NASDAQ,stock
MDGL,Madrigal Pharmaceuticals Incマドリガル ファーマシューティカルズ,NASDAQ,stock
MDIA,Mediaco Holding Inc Aメディアコ ホールディング A,NASDAQ,stock
MDLZ,Mondelez Internationalモンダリーズ インターナショナル,NASDAQ,stock
MDT,Medtronicメドトロニック,NYSE,stock
MDU,MDU Resources GroupMDU リソーシーズ グループ,NYSE,stock
MDWD,MediWound Ltdメディワウンド,NASDAQ,stock
MDXG,MiMedx Group Incミメディックス・グループ,NASDAQ,stock
MDXH,MDxHealthMDxヘルス,NASDAQ,stock
ME,23andMe Holding A23　アンドミー A,NASDAQ,stock
MEC,Mayville Engineering Co Incメイビル エンジニアリング,NYSE,stock
MED,Medifast Incメディファスト,NYSE,stock
MEDP,Medpace Holdings Incメッドペース ホールディングス,NASDAQ,stock
MEG,Montrose Environmental Group Incモントローズ エンバイロンメンタル,NYSE,stock
MEI,Methode Electronics Incメソッド エレクトロニクス,NYSE,stock
MEIP,MEI Pharma IncMEIファーマ,NASDAQ,stock
MELI,MercadoLibreメルカドリブレ,NASDAQ,stock
MEOH,Methanex Corpメサネックス,NASDAQ,stock
MERC,Mercer International Incマーサー インターナショナル,NASDAQ,stock
MESA,Mesa Air Groupメサ エアー グループ,NASDAQ,stock
MET,Metlifeメットライフ,NYSE,stock
META,Meta Platforms Inc Aメタ プラットフォームズ A,NASDAQ,stock
METC,Ramaco Resources Incラマコ リソーシズ,NASDAQ,stock
METCB,Ramaco Resources Inc Bラマコ リソーシズ B,NASDAQ,stock
MFC,Manulife Financialマニュライフ ファイナンシャル,NYSE,stock
MFIN,Medallion Financial Corpメダリオン ファイナンシャル,NASDAQ,stock
MG,Mistras Group Incミストラス グループ,NYSE,stock
MGA,Magna Internationalマグナ インターナショナル,NYSE,stock
MGEE,MGE Energy Incエムジーイー エナジー,NASDAQ,stock
MGIC,Magic Software Enterprises Ltdマジック ソフトウェア エンタープライゼズ,NASDAQ,stock
MGLD,The Marygold Companies Incザ マリーゴールド カンパニーズ,NYSE,stock
MGM,MGM Resorts InternationalMGM リゾート インターナショナル,NYSE,stock
MGNI,Magnite Incマグナイト,NASDAQ,stock
MGNX,MacroGenics Incマクロジェニックス,NASDAQ,stock
MGPI,MGP Ingredients IncMGPイングリディエンツ,NASDAQ,stock
MGRC,McGrath RentCorpマグラス レントコープ,NASDAQ,stock
MGTX,MeiraGTxメイラGTx,NASDAQ,stock
MGY,Magnolia Oil &amp; Gas Corporation Aマグノリア オイル アンド ガス A,NYSE,stock
MGYR,Magyar Bancorp Incマジャール　バンコープ,NASDAQ,stock
MHH,Mastech Digital Incマステック・デジタル,NYSE,stock
MHK,Mohawk Industriesモホーク インダストリーズ,NYSE,stock
MHLD,Maiden Holdings Ltdメイデン・ホールディングス,NASDAQ,stock
MHO,M I Homes Incエムアイ ホームズ,NYSE,stock
MI,NFT Ltd ANFT A,NYSE,stock
MIDD,Middleby Corpミドルビー,NASDAQ,stock
MIGI,Mawson Infrastructure Group Incマウソン インフラストラクチャー,NASDAQ,stock
MIND,MIND Technology IncMIND テクノロジー,NASDAQ,stock
MIR,Mirion Technologies Incミリオン テクノロジーズ,NYSE,stock
MIRM,Mirum Pharmaceuticals Incミラム ファーマシューティカルズ,NASDAQ,stock
MIST,Milestone Pharmaceuticals Incマイルストーン ファーマシューティカルズ,NASDAQ,stock
MITK,Mitek Systems Incマイテック システムズ,NASDAQ,stock
MITQ,Moving Image Technologies Incムービング イメージ テクノロジーズ,NYSE,stock
MKC,McCormickマコーミック,NYSE,stock
MKFG,Markforged Holding Corpマークフォージドホールディング,NYSE,stock
MKL,Markel Group Incマーケル グループ,NYSE,stock
MKSI,MKS InstrumentsMKSインスツルメンツ,NASDAQ,stock
MKTW,MarketWise Inc Aマーケットワイズ A,NASDAQ,stock
MKTX,MarketAxess Holdings Incマーケットアクセス ホールディングス,NASDAQ,stock
ML,MoneyLion Inc Aマネー ライオン A,NYSE,stock
MLAB,Mesa Laboratories Incメサ ラボラトリーズ,NASDAQ,stock
MLGO,MicroAlgo Incマイクロアルゴ,NASDAQ,stock
MLI,Mueller Industries Incミューラー インダストリーズ,NYSE,stock
MLKN,MillerKnoll Incミラー ノール,NASDAQ,stock
MLM,Martin Marietta Materialsマーチン マリエッタ マテリアルズ,NYSE,stock
MLNK,MeridianLink Incメリディアンリンク,NYSE,stock
MLP,Maui Land &amp; Pineapple Company Incマウイ ランド アンド パイナップル,NYSE,stock
MLR,Miller Industries Inc TENNミラー インダストリーズ,NYSE,stock
MLSS,Milestone Scientific Incマイルストーン　サイエンティフィック,NYSE,stock
MLTX,Moonlake Immunotherapeuticsムーンレイク イミュノセラピューティクス,NASDAQ,stock
MMAT,Meta Materials Incメタ マテリアルズ,NASDAQ,stock
MMC,Marsh &amp; McLennanマーシュ アンド マクレナン,NYSE,stock
MMM,3Mスリーエム,NYSE,stock
MMS,MAXIMUS Incマキシマス,NYSE,stock
MMSI,Merit Medical Systems Incメリット メディカル システムズ,NASDAQ,stock
MMV,MultiMetaVerse Holdings Limited Aマルチメタバース ホールディングス A,NASDAQ,stock
MMYT,Makemytripメイクマイトリップ,NASDAQ,stock
MNDO,Mind CTI Ltdマインド CTI,NASDAQ,stock
MNDY,Monday.com Ltdマンデードットコム,NASDAQ,stock
MNKD,MannKindマンカインド,NASDAQ,stock
MNMD,Mind Medicine MindMed Incマインド メディシン マインドメッド,NASDAQ,stock
MNOV,MediciNovaメディシノバ,NASDAQ,stock
MNPR,Monopar Therapeutics Incモーノーパー セラピューティクス,NASDAQ,stock
MNRO,Monroモンロ,NASDAQ,stock
MNSB,MainStreet Bancshares Incメインストリート バンクシェアーズ,NASDAQ,stock
MNST,Monster Beverageモンスター ビバレッジ,NASDAQ,stock
MNTK,Montauk Renewables Incモントークリニューアブルズ,NASDAQ,stock
MNTN,Everest Consolidator Acquisition Corpoエベレスト コンソリデーター アクイジシ,NYSE,stock
MNTS,Momentus Incモメンタス,NASDAQ,stock
MNY,MoneyHero Ltd Aマネーヒーロー A,NASDAQ,stock
MO,Altria Groupアルトリア グループ,NYSE,stock
MOBX,Mobix Labs Incモビックス ラボズ,NASDAQ,stock
MOD,Modine Manufacturing Companyモーディン マニュファクチャリング,NYSE,stock
MODD,Modular Medical Incモジュラー メディカル,NASDAQ,stock
MODG,Topgolf Callaway Brands Corpトップゴルフ キャラウェイ ブランズ,NYSE,stock
MODV,ModivCare Incモディケア,NASDAQ,stock
MOFG,MidWestOne Financial Group Incミッドウェストワン フィナンシャル グループ,NASDAQ,stock
MOGO,Mogo Incモゴ インク,NASDAQ,stock
MOH,Molina Healthcare Incモリーナ ヘルスケア,NYSE,stock
MORF,Morphic Holding Incモルフィック ホールディング,NASDAQ,stock
MORN,Morningstarモーニングスター,NASDAQ,stock
MOS,Mosaicモザイク,NYSE,stock
MOV,Movado Group Incモバド グループ,NYSE,stock
MOVE,Movano Incモバノ,NASDAQ,stock
MP,MP Materials CorpMPマテリアルズ,NYSE,stock
MPAA,Motorcar Parts of America Incモーターカー パーツ オブ アメリカ,NASDAQ,stock
MPB,Mid Penn Bancorp Incミッド ペン バンコープ,NASDAQ,stock
MPC,Marathon Petroleumマラソン ペトロレアム,NYSE,stock
MPTI,M Tron Industries IncM トロン インダストリーズ,NYSE,stock
MPU,Mega Matrix Corpメガ マトリックス コーポ,NYSE,stock
MPWR,Monolithic Power Systems Incモノリシック パワー システムズ,NASDAQ,stock
MPX,Marine Products Corpマリン プロダクツ,NYSE,stock
MQ,Marqeta Incマルケタ,NASDAQ,stock
MRAI,Marpai Inc Aマーパイ インク A,NASDAQ,stock
MRAM,Everspin Technologiesエバースピン テクノロジー,NASDAQ,stock
MRBK,Meridian Corporationメリディアン バンク,NASDAQ,stock
MRC,MRC GlobalMRC グローバル,NYSE,stock
MRCY,Mercury Systems Incマーキュリー システムズ,NASDAQ,stock
MRIN,Marin Softwareマリンソフトウェア,NASDAQ,stock
MRK,Merckメルク,NYSE,stock
MRKR,Marker Therapeutics Incマーカー セラピューティクス,NASDAQ,stock
MRNA,Moderna Incモデルナ,NASDAQ,stock
MRSN,Mersana Therapeutics Incメルサナ セラピューティクス,NASDAQ,stock
MRT,Marti Technologies Inc Aマーティ テクノロジーズ A,NYSE,stock
MRTN,Marten Transport Ltdマーテン トランスポート,NASDAQ,stock
MRUS,Merus NVメルス,NASDAQ,stock
MRVI,Maravai LifeSciences Holdings Inc Aマラバイ ライフサイエンシーズ A,NASDAQ,stock
MRVL,Marvell Technology Groupマーベル テクノロジー グループ,NASDAQ,stock
MRX,Marex Group PLCマレックス グループ,NASDAQ,stock
MS,Morgan Stanleyモルガン スタンレー,NYSE,stock
MSA,MSA Safety IncorporatedMSAセーフティー,NYSE,stock
MSAI,MultiSensor AI Holdings Incマルチセンサー AI,NASDAQ,stock
MSBI,Midland States Bancorp Incミッドランド ステーツ バンコープ,NASDAQ,stock
MSCI,MSCIMSCI,NYSE,stock
MSEX,Middlesex Water Coミドルセックス ウォーター,NASDAQ,stock
MSFT,Microsoftマイクロソフト,NASDAQ,stock
MSGM,Motorsport Games Inc Aモータースポーツ　ゲーム A,NASDAQ,stock
MSGS,The Madison Square Garden Sports Corp Aマディソン スクエア ガーデン スポーツ A,NYSE,stock
MSI,Motorola Solutionsモトローラ ソリューションズ,NYSE,stock
MSM,MSC Industrial Direct AMSC インダストリアル ダイレクト A,NYSE,stock
MSN,Emerson Radio Corpエマーソン　レディオ　コープ,NYSE,stock
MSPR,MSP Recovery IncMSP リカバリー,NASDAQ,stock
MSTR,Micro Strategy Incorporated Aマイクロストラテジー A,NASDAQ,stock
MSVB,Mid-Southern Bancorp Incミッド サウザン バンコーポ,NASDAQ,stock
MTAL,Metal Acquisition Corp Aメタル アクイジション A,NYSE,stock
MTB,M&amp;T BankM&amp;T バンク,NYSE,stock
MTC,MMTEC Inc MMテック,NASDAQ,stock
MTCH,Match Groupマッチ,NASDAQ,stock
MTD,Mettler-Toledo Internationalメトラー トレド インターナショナル,NYSE,stock
MTDR,Matador Resources Coマタドール リソーシズ,NYSE,stock
MTEK,Maris-Tech Ltdマリス テック,NASDAQ,stock
MTEX,Mannatechマンナテック,NASDAQ,stock
MTG,MGIC Investment Corpエムジーアイシー インベストメント,NYSE,stock
MTH,Meritage Homes Corpメリテージ ホームズ,NYSE,stock
MTN,Vail Resortsベイル リゾーツ,NYSE,stock
MTNB,Matinas Biopharma Holdings Iマティナス　バイオファーマ　ホールディングス,NYSE,stock
MTRN,Materion Corporationマテリオン,NYSE,stock
MTRX,Matrix Service Coマトリックス サービス,NASDAQ,stock
MTSI,MACOM Technology Solutions HDメイコム テクノロジー ソリューションズHD,NASDAQ,stock
MTSR,Metsera Incメセラ,NASDAQ,stock
MTVA,MetaVia Incメタヴィア,NASDAQ,stock
MTW,Manitowocマニトウォック,NYSE,stock
MTX,Minerals Technologies Incミネラルズ テクノロジーズ,NYSE,stock
MTZ,MasTec Incマステック,NYSE,stock
MU,Micron Technologyマイクロン テクノロジー,NASDAQ,stock
MULN,Mullen Automotive Incミュレン オートモーティブ,NASDAQ,stock
MUR,Murphy Oilマーフィー オイル,NYSE,stock
MURA,Mural Oncology PLCミューラル オンコロジー,NASDAQ,stock
MUSA,Murphy USAマーフィー USA,NYSE,stock
MUX,McEwen Miningマッキュエン マイニング,NYSE,stock
MVBF,MVB Financial CorpMVBフィナンシャル,NASDAQ,stock
MVIS,Microvision Incマイクロビジョン,NASDAQ,stock
MVST,Microvast Holdings Incマイクロバスト ホールディングス,NASDAQ,stock
MWA,Mueller Water Products Inc Aミューラー ウォーター プロダクツ A,NYSE,stock
MX,Magnachip Semiconductor Corporationマグナチップセミコンダクター,NYSE,stock
MXC,Mexco Energy Corporationメクスコ・エナジー,NYSE,stock
MXCT,MaxCyte Incマックスサイト,NASDAQ,stock
MXL,MaxLinear Inc Aマックスリニア A,NASDAQ,stock
MYE,Myers Industries Incマイヤーズ インダストリーズ,NYSE,stock
